family,pctid,score,n
Adenoviridae,100,100,26
Adenoviridae,99,100,184
Adenoviridae,98,100,505
Adenoviridae,97,100,351
Adenoviridae,96,100,190
Adenoviridae,95,100,91
Adenoviridae,94,100,39
Adenoviridae,93,100,34
Adenoviridae,92,100,31
Adenoviridae,91,100,42
Adenoviridae,90,100,36
Adenoviridae,89,100,47
Adenoviridae,88,100,14
Adenoviridae,87,100,2
Adenoviridae,83,100,4
Adenoviridae,82,100,1
Adenoviridae,100,96,3
Adenoviridae,99,96,98
Adenoviridae,98,96,184
Adenoviridae,97,96,160
Adenoviridae,96,96,131
Adenoviridae,95,96,31
Adenoviridae,94,96,17
Adenoviridae,93,96,12
Adenoviridae,92,96,18
Adenoviridae,91,96,11
Adenoviridae,90,96,11
Adenoviridae,89,96,6
Adenoviridae,88,96,4
Adenoviridae,87,96,4
Adenoviridae,86,96,1
Adenoviridae,85,96,1
Adenoviridae,83,96,4
Adenoviridae,82,96,7
Adenoviridae,100,92,4
Adenoviridae,99,92,116
Adenoviridae,98,92,158
Adenoviridae,97,92,82
Adenoviridae,96,92,51
Adenoviridae,95,92,20
Adenoviridae,94,92,9
Adenoviridae,93,92,13
Adenoviridae,92,92,10
Adenoviridae,91,92,10
Adenoviridae,90,92,9
Adenoviridae,89,92,5
Adenoviridae,88,92,3
Adenoviridae,87,92,1
Adenoviridae,86,92,1
Adenoviridae,84,92,1
Adenoviridae,83,92,13
Adenoviridae,82,92,3
Adenoviridae,100,88,6
Adenoviridae,99,88,124
Adenoviridae,98,88,101
Adenoviridae,97,88,98
Adenoviridae,96,88,23
Adenoviridae,95,88,29
Adenoviridae,94,88,7
Adenoviridae,93,88,10
Adenoviridae,92,88,10
Adenoviridae,91,88,10
Adenoviridae,90,88,11
Adenoviridae,89,88,7
Adenoviridae,88,88,1
Adenoviridae,87,88,4
Adenoviridae,85,88,1
Adenoviridae,83,88,2
Adenoviridae,82,88,2
Adenoviridae,100,84,8
Adenoviridae,99,84,82
Adenoviridae,98,84,103
Adenoviridae,97,84,57
Adenoviridae,96,84,13
Adenoviridae,95,84,22
Adenoviridae,94,84,8
Adenoviridae,93,84,3
Adenoviridae,92,84,8
Adenoviridae,91,84,10
Adenoviridae,90,84,6
Adenoviridae,89,84,2
Adenoviridae,88,84,4
Adenoviridae,87,84,5
Adenoviridae,86,84,4
Adenoviridae,85,84,2
Adenoviridae,83,84,7
Adenoviridae,82,84,3
Adenoviridae,100,80,4
Adenoviridae,99,80,57
Adenoviridae,98,80,48
Adenoviridae,97,80,60
Adenoviridae,96,80,12
Adenoviridae,95,80,19
Adenoviridae,94,80,8
Adenoviridae,93,80,7
Adenoviridae,92,80,16
Adenoviridae,91,80,21
Adenoviridae,90,80,9
Adenoviridae,89,80,5
Adenoviridae,88,80,4
Adenoviridae,87,80,7
Adenoviridae,86,80,8
Adenoviridae,85,80,7
Adenoviridae,83,80,5
Adenoviridae,82,80,7
Adenoviridae,100,76,1
Adenoviridae,99,76,50
Adenoviridae,98,76,47
Adenoviridae,97,76,63
Adenoviridae,96,76,22
Adenoviridae,95,76,8
Adenoviridae,94,76,5
Adenoviridae,93,76,16
Adenoviridae,92,76,13
Adenoviridae,91,76,9
Adenoviridae,90,76,8
Adenoviridae,89,76,8
Adenoviridae,88,76,2
Adenoviridae,87,76,15
Adenoviridae,86,76,10
Adenoviridae,85,76,7
Adenoviridae,83,76,3
Adenoviridae,82,76,6
Adenoviridae,100,72,5
Adenoviridae,99,72,43
Adenoviridae,98,72,48
Adenoviridae,97,72,72
Adenoviridae,96,72,20
Adenoviridae,95,72,13
Adenoviridae,94,72,9
Adenoviridae,93,72,7
Adenoviridae,92,72,10
Adenoviridae,91,72,8
Adenoviridae,90,72,9
Adenoviridae,89,72,7
Adenoviridae,88,72,10
Adenoviridae,87,72,9
Adenoviridae,86,72,10
Adenoviridae,85,72,5
Adenoviridae,84,72,2
Adenoviridae,83,72,5
Adenoviridae,82,72,3
Adenoviridae,100,68,5
Adenoviridae,99,68,86
Adenoviridae,98,68,58
Adenoviridae,97,68,72
Adenoviridae,96,68,26
Adenoviridae,95,68,17
Adenoviridae,94,68,4
Adenoviridae,93,68,13
Adenoviridae,92,68,14
Adenoviridae,91,68,14
Adenoviridae,90,68,16
Adenoviridae,89,68,10
Adenoviridae,88,68,12
Adenoviridae,87,68,18
Adenoviridae,86,68,18
Adenoviridae,85,68,5
Adenoviridae,84,68,1
Adenoviridae,83,68,3
Adenoviridae,100,64,12
Adenoviridae,99,64,111
Adenoviridae,98,64,67
Adenoviridae,97,64,84
Adenoviridae,96,64,35
Adenoviridae,95,64,8
Adenoviridae,94,64,7
Adenoviridae,93,64,9
Adenoviridae,92,64,8
Adenoviridae,91,64,9
Adenoviridae,90,64,10
Adenoviridae,89,64,11
Adenoviridae,88,64,7
Adenoviridae,87,64,6
Adenoviridae,86,64,7
Adenoviridae,85,64,5
Adenoviridae,84,64,3
Adenoviridae,83,64,1
Adenoviridae,82,64,1
Adenoviridae,100,60,15
Adenoviridae,99,60,101
Adenoviridae,98,60,73
Adenoviridae,97,60,96
Adenoviridae,96,60,27
Adenoviridae,95,60,15
Adenoviridae,94,60,12
Adenoviridae,93,60,9
Adenoviridae,92,60,7
Adenoviridae,91,60,8
Adenoviridae,90,60,7
Adenoviridae,89,60,7
Adenoviridae,88,60,15
Adenoviridae,87,60,4
Adenoviridae,86,60,5
Adenoviridae,85,60,1
Adenoviridae,84,60,2
Adenoviridae,83,60,3
Adenoviridae,82,60,4
Adenoviridae,80,60,1
Adenoviridae,100,56,19
Adenoviridae,99,56,109
Adenoviridae,98,56,85
Adenoviridae,97,56,87
Adenoviridae,96,56,33
Adenoviridae,95,56,22
Adenoviridae,94,56,8
Adenoviridae,93,56,12
Adenoviridae,92,56,12
Adenoviridae,91,56,8
Adenoviridae,90,56,9
Adenoviridae,89,56,14
Adenoviridae,88,56,7
Adenoviridae,87,56,10
Adenoviridae,86,56,5
Adenoviridae,85,56,4
Adenoviridae,84,56,1
Adenoviridae,83,56,7
Adenoviridae,82,56,3
Adenoviridae,81,56,1
Adenoviridae,100,52,33
Adenoviridae,99,52,124
Adenoviridae,98,52,100
Adenoviridae,97,52,102
Adenoviridae,96,52,30
Adenoviridae,95,52,27
Adenoviridae,94,52,19
Adenoviridae,93,52,7
Adenoviridae,92,52,18
Adenoviridae,91,52,12
Adenoviridae,90,52,6
Adenoviridae,89,52,9
Adenoviridae,88,52,7
Adenoviridae,87,52,15
Adenoviridae,86,52,15
Adenoviridae,85,52,6
Adenoviridae,84,52,3
Adenoviridae,83,52,1
Adenoviridae,82,52,3
Adenoviridae,100,48,60
Adenoviridae,99,48,181
Adenoviridae,98,48,112
Adenoviridae,97,48,105
Adenoviridae,96,48,42
Adenoviridae,95,48,31
Adenoviridae,94,48,8
Adenoviridae,93,48,14
Adenoviridae,92,48,22
Adenoviridae,91,48,19
Adenoviridae,90,48,8
Adenoviridae,89,48,14
Adenoviridae,88,48,8
Adenoviridae,87,48,16
Adenoviridae,86,48,10
Adenoviridae,85,48,4
Adenoviridae,84,48,5
Adenoviridae,83,48,4
Adenoviridae,82,48,1
Adenoviridae,100,44,107
Adenoviridae,99,44,273
Adenoviridae,98,44,168
Adenoviridae,97,44,137
Adenoviridae,96,44,44
Adenoviridae,95,44,30
Adenoviridae,94,44,28
Adenoviridae,93,44,31
Adenoviridae,92,44,17
Adenoviridae,91,44,29
Adenoviridae,90,44,17
Adenoviridae,89,44,17
Adenoviridae,88,44,11
Adenoviridae,87,44,15
Adenoviridae,86,44,11
Adenoviridae,85,44,10
Adenoviridae,84,44,12
Adenoviridae,83,44,8
Adenoviridae,82,44,3
Adenoviridae,81,44,3
Adenoviridae,100,40,224
Adenoviridae,99,40,356
Adenoviridae,98,40,220
Adenoviridae,97,40,176
Adenoviridae,96,40,69
Adenoviridae,95,40,55
Adenoviridae,94,40,32
Adenoviridae,93,40,31
Adenoviridae,92,40,22
Adenoviridae,91,40,30
Adenoviridae,90,40,22
Adenoviridae,89,40,28
Adenoviridae,88,40,17
Adenoviridae,87,40,23
Adenoviridae,86,40,12
Adenoviridae,85,40,20
Adenoviridae,84,40,3
Adenoviridae,83,40,1
Adenoviridae,82,40,2
Adenoviridae,81,40,2
Adenoviridae,80,40,1
Adenoviridae,100,36,418
Adenoviridae,99,36,689
Adenoviridae,98,36,351
Adenoviridae,97,36,231
Adenoviridae,96,36,102
Adenoviridae,95,36,68
Adenoviridae,94,36,41
Adenoviridae,93,36,28
Adenoviridae,92,36,26
Adenoviridae,91,36,30
Adenoviridae,90,36,25
Adenoviridae,89,36,36
Adenoviridae,88,36,19
Adenoviridae,87,36,22
Adenoviridae,86,36,29
Adenoviridae,85,36,15
Adenoviridae,84,36,10
Adenoviridae,83,36,8
Adenoviridae,82,36,2
Adenoviridae,80,36,2
Adenoviridae,78,36,1
Adenoviridae,100,32,849
Adenoviridae,99,32,1210
Adenoviridae,98,32,510
Adenoviridae,97,32,316
Adenoviridae,96,32,168
Adenoviridae,95,32,91
Adenoviridae,94,32,78
Adenoviridae,93,32,40
Adenoviridae,92,32,42
Adenoviridae,91,32,38
Adenoviridae,90,32,48
Adenoviridae,89,32,50
Adenoviridae,88,32,45
Adenoviridae,87,32,31
Adenoviridae,86,32,34
Adenoviridae,85,32,28
Adenoviridae,84,32,15
Adenoviridae,83,32,16
Adenoviridae,82,32,2
Adenoviridae,81,32,1
Adenoviridae,79,32,1
Adenoviridae,77,32,1
Adenoviridae,100,28,1518
Adenoviridae,99,28,2469
Adenoviridae,98,28,931
Adenoviridae,97,28,534
Adenoviridae,96,28,264
Adenoviridae,95,28,200
Adenoviridae,94,28,114
Adenoviridae,93,28,75
Adenoviridae,92,28,65
Adenoviridae,91,28,55
Adenoviridae,90,28,70
Adenoviridae,89,28,55
Adenoviridae,88,28,69
Adenoviridae,87,28,58
Adenoviridae,86,28,67
Adenoviridae,85,28,38
Adenoviridae,84,28,25
Adenoviridae,83,28,17
Adenoviridae,82,28,12
Adenoviridae,81,28,6
Adenoviridae,78,28,1
Adenoviridae,100,24,2183
Adenoviridae,99,24,4548
Adenoviridae,98,24,1576
Adenoviridae,97,24,826
Adenoviridae,96,24,515
Adenoviridae,95,24,318
Adenoviridae,94,24,188
Adenoviridae,93,24,151
Adenoviridae,92,24,88
Adenoviridae,91,24,97
Adenoviridae,90,24,90
Adenoviridae,89,24,95
Adenoviridae,88,24,91
Adenoviridae,87,24,77
Adenoviridae,86,24,68
Adenoviridae,85,24,59
Adenoviridae,84,24,40
Adenoviridae,83,24,16
Adenoviridae,82,24,15
Adenoviridae,81,24,4
Adenoviridae,80,24,4
Adenoviridae,79,24,4
Adenoviridae,100,20,3121
Adenoviridae,99,20,7703
Adenoviridae,98,20,2557
Adenoviridae,97,20,1584
Adenoviridae,96,20,904
Adenoviridae,95,20,541
Adenoviridae,94,20,328
Adenoviridae,93,20,206
Adenoviridae,92,20,146
Adenoviridae,91,20,180
Adenoviridae,90,20,159
Adenoviridae,89,20,112
Adenoviridae,88,20,137
Adenoviridae,87,20,123
Adenoviridae,86,20,110
Adenoviridae,85,20,86
Adenoviridae,84,20,66
Adenoviridae,83,20,39
Adenoviridae,82,20,21
Adenoviridae,81,20,7
Adenoviridae,80,20,3
Adenoviridae,79,20,4
Adenoviridae,100,16,4730
Adenoviridae,99,16,9552
Adenoviridae,98,16,4311
Adenoviridae,97,16,3116
Adenoviridae,96,16,1546
Adenoviridae,95,16,867
Adenoviridae,94,16,555
Adenoviridae,93,16,373
Adenoviridae,92,16,288
Adenoviridae,91,16,239
Adenoviridae,90,16,264
Adenoviridae,89,16,237
Adenoviridae,88,16,201
Adenoviridae,87,16,168
Adenoviridae,86,16,162
Adenoviridae,85,16,133
Adenoviridae,84,16,96
Adenoviridae,83,16,73
Adenoviridae,82,16,25
Adenoviridae,81,16,11
Adenoviridae,80,16,10
Adenoviridae,79,16,2
Adenoviridae,78,16,2
Adenoviridae,100,12,8773
Adenoviridae,99,12,13417
Adenoviridae,98,12,8185
Adenoviridae,97,12,6413
Adenoviridae,96,12,3161
Adenoviridae,95,12,1687
Adenoviridae,94,12,1124
Adenoviridae,93,12,766
Adenoviridae,92,12,563
Adenoviridae,91,12,508
Adenoviridae,90,12,452
Adenoviridae,89,12,424
Adenoviridae,88,12,394
Adenoviridae,87,12,323
Adenoviridae,86,12,296
Adenoviridae,85,12,184
Adenoviridae,84,12,168
Adenoviridae,83,12,113
Adenoviridae,82,12,61
Adenoviridae,81,12,23
Adenoviridae,80,12,13
Adenoviridae,79,12,6
Adenoviridae,78,12,4
Adenoviridae,77,12,2
Adenoviridae,76,12,2
Adenoviridae,100,8,26895
Adenoviridae,99,8,20853
Adenoviridae,98,8,15497
Adenoviridae,97,8,13569
Adenoviridae,96,8,6809
Adenoviridae,95,8,4041
Adenoviridae,94,8,2675
Adenoviridae,93,8,1571
Adenoviridae,92,8,1272
Adenoviridae,91,8,1153
Adenoviridae,90,8,964
Adenoviridae,89,8,843
Adenoviridae,88,8,698
Adenoviridae,87,8,627
Adenoviridae,86,8,543
Adenoviridae,85,8,454
Adenoviridae,84,8,337
Adenoviridae,83,8,243
Adenoviridae,82,8,155
Adenoviridae,81,8,74
Adenoviridae,80,8,28
Adenoviridae,79,8,15
Adenoviridae,78,8,14
Adenoviridae,77,8,9
Adenoviridae,76,8,3
Adenoviridae,74,8,1
Adenoviridae,73,8,2
Adenoviridae,100,4,177215
Adenoviridae,99,4,38669
Adenoviridae,98,4,22134
Adenoviridae,97,4,43526
Adenoviridae,96,4,16524
Adenoviridae,95,4,10385
Adenoviridae,94,4,8699
Adenoviridae,93,4,5943
Adenoviridae,92,4,4930
Adenoviridae,91,4,3191
Adenoviridae,90,4,2866
Adenoviridae,89,4,2481
Adenoviridae,88,4,2100
Adenoviridae,87,4,1816
Adenoviridae,86,4,1438
Adenoviridae,85,4,1172
Adenoviridae,84,4,857
Adenoviridae,83,4,662
Adenoviridae,82,4,427
Adenoviridae,81,4,332
Adenoviridae,80,4,226
Adenoviridae,79,4,166
Adenoviridae,78,4,119
Adenoviridae,77,4,74
Adenoviridae,76,4,51
Adenoviridae,75,4,31
Adenoviridae,74,4,18
Adenoviridae,73,4,12
Adenoviridae,72,4,6
Adenoviridae,71,4,1
Adenoviridae,70,4,2
Adenoviridae,69,4,1
Adenoviridae,100,0,121704
Adenoviridae,99,0,16406
Adenoviridae,98,0,27919
Adenoviridae,97,0,71075
Adenoviridae,96,0,21507
Adenoviridae,95,0,15452
Adenoviridae,94,0,30980
Adenoviridae,93,0,10448
Adenoviridae,92,0,16690
Adenoviridae,91,0,13206
Adenoviridae,90,0,10324
Adenoviridae,89,0,11838
Adenoviridae,88,0,10003
Adenoviridae,87,0,8934
Adenoviridae,86,0,6552
Adenoviridae,85,0,6680
Adenoviridae,84,0,4955
Adenoviridae,83,0,4193
Adenoviridae,82,0,3761
Adenoviridae,81,0,2413
Adenoviridae,80,0,2615
Adenoviridae,79,0,1632
Adenoviridae,78,0,1573
Adenoviridae,77,0,1165
Adenoviridae,76,0,875
Adenoviridae,75,0,791
Adenoviridae,74,0,582
Adenoviridae,73,0,426
Adenoviridae,72,0,338
Adenoviridae,71,0,225
Adenoviridae,70,0,147
Adenoviridae,69,0,136
Adenoviridae,68,0,66
Adenoviridae,67,0,37
Adenoviridae,66,0,8
Adenoviridae,65,0,5
Adenoviridae,64,0,1
Adomaviridae,100,8,4
Adomaviridae,97,8,1
Adomaviridae,95,8,1
Adomaviridae,93,8,1
Adomaviridae,89,8,1
Adomaviridae,100,4,700
Adomaviridae,99,4,49
Adomaviridae,98,4,53
Adomaviridae,97,4,577
Adomaviridae,96,4,126
Adomaviridae,95,4,100
Adomaviridae,94,4,133
Adomaviridae,93,4,34
Adomaviridae,92,4,30
Adomaviridae,91,4,20
Adomaviridae,90,4,11
Adomaviridae,89,4,4
Adomaviridae,88,4,2
Adomaviridae,87,4,3
Adomaviridae,86,4,3
Adomaviridae,85,4,1
Adomaviridae,83,4,1
Adomaviridae,82,4,1
Adomaviridae,100,0,3517
Adomaviridae,99,0,11
Adomaviridae,98,0,80
Adomaviridae,97,0,3039
Adomaviridae,96,0,557
Adomaviridae,95,0,156
Adomaviridae,94,0,2024
Adomaviridae,93,0,168
Adomaviridae,92,0,169
Adomaviridae,91,0,582
Adomaviridae,90,0,91
Adomaviridae,89,0,356
Adomaviridae,88,0,137
Adomaviridae,87,0,112
Adomaviridae,86,0,79
Adomaviridae,85,0,97
Adomaviridae,84,0,60
Adomaviridae,83,0,76
Adomaviridae,82,0,37
Adomaviridae,81,0,31
Adomaviridae,80,0,23
Adomaviridae,79,0,18
Adomaviridae,78,0,17
Adomaviridae,77,0,18
Adomaviridae,76,0,15
Adomaviridae,75,0,2
Adomaviridae,74,0,4
Adomaviridae,73,0,2
Adomaviridae,72,0,1
Adomaviridae,71,0,2
Adomaviridae,70,0,2
Adomaviridae,69,0,2
Adomaviridae,68,0,1
Alloherpesviridae,100,100,9
Alloherpesviridae,99,100,22
Alloherpesviridae,98,100,7
Alloherpesviridae,97,100,4
Alloherpesviridae,96,100,4
Alloherpesviridae,95,100,3
Alloherpesviridae,94,100,1
Alloherpesviridae,93,100,2
Alloherpesviridae,92,100,2
Alloherpesviridae,91,100,3
Alloherpesviridae,90,100,1
Alloherpesviridae,100,96,1
Alloherpesviridae,99,96,4
Alloherpesviridae,98,96,4
Alloherpesviridae,97,96,3
Alloherpesviridae,96,96,6
Alloherpesviridae,95,96,3
Alloherpesviridae,92,96,1
Alloherpesviridae,90,96,1
Alloherpesviridae,87,96,1
Alloherpesviridae,86,96,2
Alloherpesviridae,100,92,1
Alloherpesviridae,99,92,1
Alloherpesviridae,98,92,12
Alloherpesviridae,97,92,8
Alloherpesviridae,96,92,10
Alloherpesviridae,95,92,8
Alloherpesviridae,94,92,2
Alloherpesviridae,92,92,2
Alloherpesviridae,91,92,2
Alloherpesviridae,90,92,1
Alloherpesviridae,88,92,2
Alloherpesviridae,86,92,1
Alloherpesviridae,82,92,1
Alloherpesviridae,100,88,3
Alloherpesviridae,99,88,9
Alloherpesviridae,98,88,24
Alloherpesviridae,97,88,26
Alloherpesviridae,96,88,39
Alloherpesviridae,95,88,9
Alloherpesviridae,94,88,4
Alloherpesviridae,93,88,2
Alloherpesviridae,92,88,1
Alloherpesviridae,91,88,1
Alloherpesviridae,88,88,1
Alloherpesviridae,87,88,2
Alloherpesviridae,100,84,3
Alloherpesviridae,99,84,17
Alloherpesviridae,98,84,43
Alloherpesviridae,97,84,36
Alloherpesviridae,96,84,55
Alloherpesviridae,95,84,12
Alloherpesviridae,94,84,3
Alloherpesviridae,93,84,2
Alloherpesviridae,91,84,1
Alloherpesviridae,90,84,2
Alloherpesviridae,88,84,3
Alloherpesviridae,87,84,1
Alloherpesviridae,86,84,3
Alloherpesviridae,85,84,1
Alloherpesviridae,81,84,2
Alloherpesviridae,99,80,32
Alloherpesviridae,98,80,47
Alloherpesviridae,97,80,53
Alloherpesviridae,96,80,35
Alloherpesviridae,95,80,19
Alloherpesviridae,94,80,10
Alloherpesviridae,93,80,4
Alloherpesviridae,91,80,4
Alloherpesviridae,90,80,2
Alloherpesviridae,89,80,3
Alloherpesviridae,88,80,3
Alloherpesviridae,87,80,2
Alloherpesviridae,84,80,2
Alloherpesviridae,83,80,1
Alloherpesviridae,82,80,1
Alloherpesviridae,80,80,1
Alloherpesviridae,100,76,1
Alloherpesviridae,99,76,21
Alloherpesviridae,98,76,55
Alloherpesviridae,97,76,33
Alloherpesviridae,96,76,29
Alloherpesviridae,95,76,23
Alloherpesviridae,94,76,10
Alloherpesviridae,93,76,7
Alloherpesviridae,92,76,4
Alloherpesviridae,90,76,1
Alloherpesviridae,89,76,4
Alloherpesviridae,88,76,3
Alloherpesviridae,87,76,2
Alloherpesviridae,86,76,1
Alloherpesviridae,84,76,2
Alloherpesviridae,83,76,3
Alloherpesviridae,82,76,1
Alloherpesviridae,81,76,2
Alloherpesviridae,80,76,1
Alloherpesviridae,100,72,4
Alloherpesviridae,99,72,21
Alloherpesviridae,98,72,32
Alloherpesviridae,97,72,35
Alloherpesviridae,96,72,20
Alloherpesviridae,95,72,28
Alloherpesviridae,94,72,25
Alloherpesviridae,93,72,11
Alloherpesviridae,92,72,8
Alloherpesviridae,91,72,2
Alloherpesviridae,90,72,3
Alloherpesviridae,89,72,5
Alloherpesviridae,87,72,2
Alloherpesviridae,86,72,1
Alloherpesviridae,85,72,3
Alloherpesviridae,84,72,4
Alloherpesviridae,83,72,3
Alloherpesviridae,82,72,2
Alloherpesviridae,81,72,1
Alloherpesviridae,77,72,1
Alloherpesviridae,100,68,4
Alloherpesviridae,99,68,13
Alloherpesviridae,98,68,20
Alloherpesviridae,97,68,32
Alloherpesviridae,96,68,25
Alloherpesviridae,95,68,29
Alloherpesviridae,94,68,28
Alloherpesviridae,93,68,12
Alloherpesviridae,92,68,9
Alloherpesviridae,91,68,2
Alloherpesviridae,90,68,3
Alloherpesviridae,89,68,3
Alloherpesviridae,88,68,5
Alloherpesviridae,87,68,3
Alloherpesviridae,86,68,1
Alloherpesviridae,85,68,2
Alloherpesviridae,84,68,3
Alloherpesviridae,81,68,2
Alloherpesviridae,78,68,1
Alloherpesviridae,100,64,5
Alloherpesviridae,99,64,24
Alloherpesviridae,98,64,29
Alloherpesviridae,97,64,32
Alloherpesviridae,96,64,37
Alloherpesviridae,95,64,19
Alloherpesviridae,94,64,22
Alloherpesviridae,93,64,18
Alloherpesviridae,92,64,10
Alloherpesviridae,91,64,7
Alloherpesviridae,90,64,7
Alloherpesviridae,89,64,3
Alloherpesviridae,88,64,1
Alloherpesviridae,87,64,1
Alloherpesviridae,86,64,3
Alloherpesviridae,85,64,1
Alloherpesviridae,84,64,1
Alloherpesviridae,83,64,4
Alloherpesviridae,81,64,4
Alloherpesviridae,100,60,3
Alloherpesviridae,99,60,25
Alloherpesviridae,98,60,34
Alloherpesviridae,97,60,40
Alloherpesviridae,96,60,43
Alloherpesviridae,95,60,20
Alloherpesviridae,94,60,18
Alloherpesviridae,93,60,19
Alloherpesviridae,92,60,13
Alloherpesviridae,91,60,7
Alloherpesviridae,90,60,1
Alloherpesviridae,89,60,1
Alloherpesviridae,88,60,1
Alloherpesviridae,87,60,4
Alloherpesviridae,86,60,2
Alloherpesviridae,85,60,2
Alloherpesviridae,84,60,6
Alloherpesviridae,83,60,3
Alloherpesviridae,82,60,1
Alloherpesviridae,81,60,1
Alloherpesviridae,79,60,2
Alloherpesviridae,100,56,16
Alloherpesviridae,99,56,59
Alloherpesviridae,98,56,37
Alloherpesviridae,97,56,34
Alloherpesviridae,96,56,53
Alloherpesviridae,95,56,34
Alloherpesviridae,94,56,29
Alloherpesviridae,93,56,20
Alloherpesviridae,92,56,15
Alloherpesviridae,91,56,12
Alloherpesviridae,90,56,7
Alloherpesviridae,89,56,6
Alloherpesviridae,88,56,9
Alloherpesviridae,87,56,5
Alloherpesviridae,86,56,5
Alloherpesviridae,84,56,6
Alloherpesviridae,83,56,2
Alloherpesviridae,82,56,5
Alloherpesviridae,81,56,1
Alloherpesviridae,80,56,2
Alloherpesviridae,79,56,1
Alloherpesviridae,78,56,1
Alloherpesviridae,100,52,26
Alloherpesviridae,99,52,89
Alloherpesviridae,98,52,81
Alloherpesviridae,97,52,63
Alloherpesviridae,96,52,65
Alloherpesviridae,95,52,48
Alloherpesviridae,94,52,26
Alloherpesviridae,93,52,24
Alloherpesviridae,92,52,21
Alloherpesviridae,91,52,22
Alloherpesviridae,90,52,16
Alloherpesviridae,89,52,10
Alloherpesviridae,88,52,3
Alloherpesviridae,87,52,10
Alloherpesviridae,86,52,4
Alloherpesviridae,85,52,10
Alloherpesviridae,84,52,6
Alloherpesviridae,83,52,4
Alloherpesviridae,82,52,6
Alloherpesviridae,81,52,6
Alloherpesviridae,80,52,1
Alloherpesviridae,79,52,1
Alloherpesviridae,77,52,1
Alloherpesviridae,100,48,62
Alloherpesviridae,99,48,221
Alloherpesviridae,98,48,99
Alloherpesviridae,97,48,99
Alloherpesviridae,96,48,80
Alloherpesviridae,95,48,70
Alloherpesviridae,94,48,48
Alloherpesviridae,93,48,34
Alloherpesviridae,92,48,35
Alloherpesviridae,91,48,42
Alloherpesviridae,90,48,23
Alloherpesviridae,89,48,18
Alloherpesviridae,88,48,22
Alloherpesviridae,87,48,15
Alloherpesviridae,86,48,18
Alloherpesviridae,85,48,9
Alloherpesviridae,84,48,9
Alloherpesviridae,83,48,6
Alloherpesviridae,82,48,10
Alloherpesviridae,81,48,4
Alloherpesviridae,80,48,4
Alloherpesviridae,79,48,4
Alloherpesviridae,77,48,1
Alloherpesviridae,100,44,139
Alloherpesviridae,99,44,329
Alloherpesviridae,98,44,187
Alloherpesviridae,97,44,147
Alloherpesviridae,96,44,134
Alloherpesviridae,95,44,87
Alloherpesviridae,94,44,50
Alloherpesviridae,93,44,71
Alloherpesviridae,92,44,43
Alloherpesviridae,91,44,57
Alloherpesviridae,90,44,53
Alloherpesviridae,89,44,31
Alloherpesviridae,88,44,31
Alloherpesviridae,87,44,31
Alloherpesviridae,86,44,16
Alloherpesviridae,85,44,11
Alloherpesviridae,84,44,12
Alloherpesviridae,83,44,8
Alloherpesviridae,82,44,10
Alloherpesviridae,81,44,11
Alloherpesviridae,80,44,5
Alloherpesviridae,79,44,6
Alloherpesviridae,78,44,2
Alloherpesviridae,77,44,6
Alloherpesviridae,100,40,307
Alloherpesviridae,99,40,636
Alloherpesviridae,98,40,306
Alloherpesviridae,97,40,303
Alloherpesviridae,96,40,202
Alloherpesviridae,95,40,138
Alloherpesviridae,94,40,101
Alloherpesviridae,93,40,79
Alloherpesviridae,92,40,83
Alloherpesviridae,91,40,84
Alloherpesviridae,90,40,59
Alloherpesviridae,89,40,45
Alloherpesviridae,88,40,38
Alloherpesviridae,87,40,35
Alloherpesviridae,86,40,17
Alloherpesviridae,85,40,25
Alloherpesviridae,84,40,21
Alloherpesviridae,83,40,20
Alloherpesviridae,82,40,23
Alloherpesviridae,81,40,17
Alloherpesviridae,80,40,4
Alloherpesviridae,79,40,6
Alloherpesviridae,78,40,1
Alloherpesviridae,100,36,556
Alloherpesviridae,99,36,1091
Alloherpesviridae,98,36,571
Alloherpesviridae,97,36,401
Alloherpesviridae,96,36,332
Alloherpesviridae,95,36,230
Alloherpesviridae,94,36,141
Alloherpesviridae,93,36,124
Alloherpesviridae,92,36,102
Alloherpesviridae,91,36,130
Alloherpesviridae,90,36,94
Alloherpesviridae,89,36,75
Alloherpesviridae,88,36,69
Alloherpesviridae,87,36,63
Alloherpesviridae,86,36,41
Alloherpesviridae,85,36,30
Alloherpesviridae,84,36,36
Alloherpesviridae,83,36,44
Alloherpesviridae,82,36,36
Alloherpesviridae,81,36,33
Alloherpesviridae,80,36,20
Alloherpesviridae,79,36,4
Alloherpesviridae,78,36,4
Alloherpesviridae,77,36,4
Alloherpesviridae,75,36,1
Alloherpesviridae,100,32,988
Alloherpesviridae,99,32,1951
Alloherpesviridae,98,32,1103
Alloherpesviridae,97,32,797
Alloherpesviridae,96,32,571
Alloherpesviridae,95,32,375
Alloherpesviridae,94,32,257
Alloherpesviridae,93,32,220
Alloherpesviridae,92,32,186
Alloherpesviridae,91,32,190
Alloherpesviridae,90,32,148
Alloherpesviridae,89,32,139
Alloherpesviridae,88,32,93
Alloherpesviridae,87,32,84
Alloherpesviridae,86,32,66
Alloherpesviridae,85,32,59
Alloherpesviridae,84,32,75
Alloherpesviridae,83,32,78
Alloherpesviridae,82,32,72
Alloherpesviridae,81,32,67
Alloherpesviridae,80,32,24
Alloherpesviridae,79,32,10
Alloherpesviridae,78,32,8
Alloherpesviridae,77,32,2
