family,pctid,score,n
Matonaviridae,88,4,1
Matonaviridae,87,4,1
Matonaviridae,86,4,4
Matonaviridae,85,4,2
Matonaviridae,84,4,2
Matonaviridae,82,4,3
Matonaviridae,81,4,1
Matonaviridae,80,4,1
Matonaviridae,79,4,4
Matonaviridae,78,4,2
Matonaviridae,75,4,1
Matonaviridae,74,4,1
Matonaviridae,69,4,1
Matonaviridae,100,0,679
Matonaviridae,99,0,27
Matonaviridae,98,0,77
Matonaviridae,97,0,201
Matonaviridae,96,0,143
Matonaviridae,95,0,44
Matonaviridae,94,0,174
Matonaviridae,93,0,75
Matonaviridae,92,0,141
Matonaviridae,91,0,161
Matonaviridae,90,0,57
Matonaviridae,89,0,157
Matonaviridae,88,0,130
Matonaviridae,87,0,130
Matonaviridae,86,0,96
Matonaviridae,85,0,105
Matonaviridae,84,0,104
Matonaviridae,83,0,105
Matonaviridae,82,0,115
Matonaviridae,81,0,57
Matonaviridae,80,0,68
Matonaviridae,79,0,71
Matonaviridae,78,0,59
Matonaviridae,77,0,58
Matonaviridae,76,0,55
Matonaviridae,75,0,65
Matonaviridae,74,0,44
Matonaviridae,73,0,42
Matonaviridae,72,0,47
Matonaviridae,71,0,35
Matonaviridae,70,0,11
Matonaviridae,69,0,10
Matonaviridae,68,0,6
Matonaviridae,67,0,2
Nairoviridae,100,100,5
Nairoviridae,99,100,12
Nairoviridae,98,100,2
Nairoviridae,97,100,1
Nairoviridae,99,96,1
Nairoviridae,89,96,1
Nairoviridae,100,92,1
Nairoviridae,89,80,2
Nairoviridae,100,76,1
Nairoviridae,89,72,1
Nairoviridae,100,68,1
Nairoviridae,100,60,1
Nairoviridae,85,40,1
Nairoviridae,100,36,1
Nairoviridae,87,24,1
Nairoviridae,100,20,1
Nairoviridae,99,20,2
Nairoviridae,91,20,1
Nairoviridae,90,20,1
Nairoviridae,89,20,1
Nairoviridae,87,20,1
Nairoviridae,100,16,2
Nairoviridae,90,16,1
Nairoviridae,100,12,7
Nairoviridae,95,12,1
Nairoviridae,91,12,2
Nairoviridae,90,12,4
Nairoviridae,89,12,5
Nairoviridae,88,12,6
Nairoviridae,87,12,4
Nairoviridae,100,8,78
Nairoviridae,99,8,6
Nairoviridae,98,8,5
Nairoviridae,97,8,2
Nairoviridae,92,8,2
Nairoviridae,90,8,2
Nairoviridae,89,8,2
Nairoviridae,88,8,1
Nairoviridae,87,8,1
Nairoviridae,86,8,1
Nairoviridae,85,8,2
Nairoviridae,100,4,2387
Nairoviridae,99,4,92
Nairoviridae,98,4,40
Nairoviridae,97,4,331
Nairoviridae,96,4,112
Nairoviridae,95,4,32
Nairoviridae,94,4,111
Nairoviridae,93,4,60
Nairoviridae,92,4,74
Nairoviridae,91,4,37
Nairoviridae,90,4,58
Nairoviridae,89,4,43
Nairoviridae,88,4,16
Nairoviridae,87,4,5
Nairoviridae,86,4,5
Nairoviridae,83,4,1
Nairoviridae,82,4,1
Nairoviridae,79,4,1
Nairoviridae,77,4,1
Nairoviridae,71,4,1
Nairoviridae,70,4,1
Nairoviridae,100,0,12491
Nairoviridae,99,0,74
Nairoviridae,98,0,257
Nairoviridae,97,0,1962
Nairoviridae,96,0,1449
Nairoviridae,95,0,141
Nairoviridae,94,0,1085
Nairoviridae,93,0,386
Nairoviridae,92,0,271
Nairoviridae,91,0,613
Nairoviridae,90,0,152
Nairoviridae,89,0,352
Nairoviridae,88,0,210
Nairoviridae,87,0,158
Nairoviridae,86,0,178
Nairoviridae,85,0,172
Nairoviridae,84,0,157
Nairoviridae,83,0,101
Nairoviridae,82,0,92
Nairoviridae,81,0,54
Nairoviridae,80,0,91
Nairoviridae,79,0,68
Nairoviridae,78,0,35
Nairoviridae,77,0,39
Nairoviridae,76,0,14
Nairoviridae,75,0,17
Nairoviridae,74,0,12
Nairoviridae,73,0,6
Nairoviridae,72,0,8
Nairoviridae,71,0,7
Nairoviridae,70,0,3
Nairoviridae,69,0,1
Nairoviridae,68,0,1
Nodaviridae,100,100,1
Nodaviridae,98,100,15
Nodaviridae,97,100,1
Nodaviridae,96,100,18
Nodaviridae,95,100,10
Nodaviridae,94,100,1
Nodaviridae,88,100,1
Nodaviridae,98,96,1
Nodaviridae,95,96,2
Nodaviridae,98,92,1
Nodaviridae,97,92,1
Nodaviridae,96,92,4
Nodaviridae,95,92,1
Nodaviridae,98,88,1
Nodaviridae,97,88,1
Nodaviridae,96,88,2
Nodaviridae,95,88,4
Nodaviridae,90,88,1
Nodaviridae,89,88,1
Nodaviridae,98,84,1
Nodaviridae,96,84,3
Nodaviridae,95,84,1
Nodaviridae,97,80,2
Nodaviridae,96,80,1
Nodaviridae,94,80,4
Nodaviridae,97,76,2
Nodaviridae,96,76,1
Nodaviridae,91,76,1
Nodaviridae,97,72,1
Nodaviridae,96,72,2
Nodaviridae,97,68,1
Nodaviridae,94,68,1
Nodaviridae,98,64,1
Nodaviridae,97,64,2
Nodaviridae,96,64,2
Nodaviridae,95,64,1
Nodaviridae,96,60,2
Nodaviridae,98,56,3
Nodaviridae,97,56,2
Nodaviridae,96,56,1
Nodaviridae,93,56,4
Nodaviridae,98,52,2
Nodaviridae,97,52,3
Nodaviridae,96,52,3
Nodaviridae,98,48,4
Nodaviridae,97,48,2
Nodaviridae,95,48,3
Nodaviridae,94,48,1
Nodaviridae,98,44,4
Nodaviridae,96,44,2
Nodaviridae,96,40,2
Nodaviridae,98,36,2
Nodaviridae,97,36,2
Nodaviridae,99,32,1
Nodaviridae,97,32,3
Nodaviridae,96,32,5
Nodaviridae,95,32,1
Nodaviridae,98,28,4
Nodaviridae,97,28,3
Nodaviridae,96,28,3
Nodaviridae,94,28,2
Nodaviridae,87,28,2
Nodaviridae,98,24,3
Nodaviridae,97,24,2
Nodaviridae,96,24,7
Nodaviridae,95,24,1
Nodaviridae,94,24,1
Nodaviridae,99,20,3
Nodaviridae,98,20,4
Nodaviridae,97,20,2
Nodaviridae,96,20,1
Nodaviridae,91,20,1
Nodaviridae,88,20,2
Nodaviridae,99,16,2
Nodaviridae,98,16,5
Nodaviridae,97,16,7
Nodaviridae,96,16,5
Nodaviridae,94,16,2
Nodaviridae,90,16,1
Nodaviridae,87,16,2
Nodaviridae,100,12,1
Nodaviridae,99,12,1
Nodaviridae,98,12,4
Nodaviridae,97,12,5
Nodaviridae,95,12,2
Nodaviridae,94,12,1
Nodaviridae,93,12,1
Nodaviridae,92,12,2
Nodaviridae,91,12,1
Nodaviridae,90,12,2
Nodaviridae,88,12,2
Nodaviridae,85,12,1
Nodaviridae,84,12,1
Nodaviridae,100,8,2
Nodaviridae,99,8,5
Nodaviridae,98,8,15
Nodaviridae,97,8,7
Nodaviridae,96,8,7
Nodaviridae,95,8,1
Nodaviridae,94,8,1
Nodaviridae,93,8,1
Nodaviridae,92,8,2
Nodaviridae,91,8,1
Nodaviridae,90,8,6
Nodaviridae,89,8,2
Nodaviridae,88,8,5
Nodaviridae,86,8,1
Nodaviridae,84,8,1
Nodaviridae,100,4,73
Nodaviridae,99,4,12
Nodaviridae,98,4,18
Nodaviridae,97,4,16
Nodaviridae,96,4,15
Nodaviridae,95,4,8
Nodaviridae,94,4,9
Nodaviridae,93,4,3
Nodaviridae,92,4,6
Nodaviridae,91,4,5
Nodaviridae,90,4,7
Nodaviridae,89,4,1
Nodaviridae,88,4,10
Nodaviridae,87,4,9
Nodaviridae,86,4,3
Nodaviridae,85,4,8
Nodaviridae,84,4,5
Nodaviridae,83,4,1
Nodaviridae,81,4,1
Nodaviridae,79,4,1
Nodaviridae,77,4,1
Nodaviridae,100,0,631
Nodaviridae,99,0,37
Nodaviridae,98,0,44
Nodaviridae,97,0,223
Nodaviridae,96,0,133
Nodaviridae,95,0,36
Nodaviridae,94,0,211
Nodaviridae,93,0,92
Nodaviridae,92,0,90
Nodaviridae,91,0,125
Nodaviridae,90,0,62
Nodaviridae,89,0,115
Nodaviridae,88,0,74
Nodaviridae,87,0,47
Nodaviridae,86,0,38
Nodaviridae,85,0,43
Nodaviridae,84,0,41
Nodaviridae,83,0,29
Nodaviridae,82,0,31
Nodaviridae,81,0,31
Nodaviridae,80,0,28
Nodaviridae,79,0,28
Nodaviridae,78,0,18
Nodaviridae,77,0,23
Nodaviridae,76,0,15
Nodaviridae,75,0,12
Nodaviridae,74,0,11
Nodaviridae,73,0,8
Nodaviridae,72,0,4
Nodaviridae,71,0,7
Nodaviridae,70,0,3
Nodaviridae,69,0,1
Nodaviridae,68,0,2
Orthomyxoviridae,100,100,143
Orthomyxoviridae,99,100,975
Orthomyxoviridae,98,100,437
Orthomyxoviridae,97,100,377
Orthomyxoviridae,96,100,873
Orthomyxoviridae,95,100,346
Orthomyxoviridae,94,100,133
Orthomyxoviridae,93,100,134
Orthomyxoviridae,92,100,137
Orthomyxoviridae,91,100,60
Orthomyxoviridae,90,100,39
Orthomyxoviridae,89,100,11
Orthomyxoviridae,88,100,3
Orthomyxoviridae,87,100,3
Orthomyxoviridae,86,100,4
Orthomyxoviridae,85,100,3
Orthomyxoviridae,83,100,1
Orthomyxoviridae,100,96,7
Orthomyxoviridae,99,96,70
Orthomyxoviridae,98,96,34
Orthomyxoviridae,97,96,28
Orthomyxoviridae,96,96,163
Orthomyxoviridae,95,96,53
Orthomyxoviridae,94,96,12
Orthomyxoviridae,93,96,12
Orthomyxoviridae,92,96,10
Orthomyxoviridae,91,96,8
Orthomyxoviridae,90,96,5
Orthomyxoviridae,87,96,1
Orthomyxoviridae,86,96,5
Orthomyxoviridae,85,96,2
Orthomyxoviridae,100,92,2
Orthomyxoviridae,99,92,44
Orthomyxoviridae,98,92,26
Orthomyxoviridae,97,92,30
Orthomyxoviridae,96,92,115
Orthomyxoviridae,95,92,29
Orthomyxoviridae,94,92,6
Orthomyxoviridae,93,92,2
Orthomyxoviridae,92,92,10
Orthomyxoviridae,91,92,6
Orthomyxoviridae,90,92,3
Orthomyxoviridae,89,92,3
Orthomyxoviridae,88,92,1
Orthomyxoviridae,86,92,9
Orthomyxoviridae,99,88,19
Orthomyxoviridae,98,88,21
Orthomyxoviridae,97,88,16
Orthomyxoviridae,96,88,99
Orthomyxoviridae,95,88,37
Orthomyxoviridae,94,88,8
Orthomyxoviridae,93,88,3
Orthomyxoviridae,92,88,7
Orthomyxoviridae,91,88,3
Orthomyxoviridae,90,88,3
Orthomyxoviridae,89,88,2
Orthomyxoviridae,88,88,1
Orthomyxoviridae,87,88,2
Orthomyxoviridae,86,88,1
Orthomyxoviridae,85,88,1
Orthomyxoviridae,99,84,18
Orthomyxoviridae,98,84,24
Orthomyxoviridae,97,84,37
Orthomyxoviridae,96,84,95
Orthomyxoviridae,95,84,22
Orthomyxoviridae,94,84,9
Orthomyxoviridae,93,84,6
Orthomyxoviridae,92,84,4
Orthomyxoviridae,91,84,6
Orthomyxoviridae,90,84,4
Orthomyxoviridae,89,84,1
Orthomyxoviridae,86,84,2
Orthomyxoviridae,100,80,2
Orthomyxoviridae,99,80,18
Orthomyxoviridae,98,80,10
Orthomyxoviridae,97,80,12
Orthomyxoviridae,96,80,61
Orthomyxoviridae,95,80,17
Orthomyxoviridae,94,80,8
Orthomyxoviridae,93,80,6
Orthomyxoviridae,92,80,4
Orthomyxoviridae,91,80,4
Orthomyxoviridae,90,80,2
Orthomyxoviridae,89,80,1
Orthomyxoviridae,88,80,2
Orthomyxoviridae,86,80,2
Orthomyxoviridae,99,76,23
Orthomyxoviridae,98,76,16
Orthomyxoviridae,97,76,12
Orthomyxoviridae,96,76,40
Orthomyxoviridae,95,76,17
Orthomyxoviridae,94,76,3
Orthomyxoviridae,93,76,4
Orthomyxoviridae,92,76,3
Orthomyxoviridae,91,76,6
Orthomyxoviridae,90,76,3
Orthomyxoviridae,89,76,1
Orthomyxoviridae,88,76,2
Orthomyxoviridae,87,76,1
Orthomyxoviridae,86,76,2
Orthomyxoviridae,83,76,1
Orthomyxoviridae,100,72,2
Orthomyxoviridae,99,72,25
Orthomyxoviridae,98,72,14
Orthomyxoviridae,97,72,11
Orthomyxoviridae,96,72,19
Orthomyxoviridae,95,72,10
Orthomyxoviridae,94,72,4
Orthomyxoviridae,93,72,10
Orthomyxoviridae,92,72,7
Orthomyxoviridae,91,72,6
Orthomyxoviridae,90,72,1
Orthomyxoviridae,89,72,1
Orthomyxoviridae,88,72,1
Orthomyxoviridae,87,72,1
Orthomyxoviridae,86,72,3
Orthomyxoviridae,99,68,21
Orthomyxoviridae,98,68,17
Orthomyxoviridae,97,68,7
Orthomyxoviridae,96,68,24
Orthomyxoviridae,95,68,14
Orthomyxoviridae,94,68,8
Orthomyxoviridae,93,68,7
Orthomyxoviridae,92,68,4
Orthomyxoviridae,91,68,8
Orthomyxoviridae,90,68,2
Orthomyxoviridae,89,68,1
Orthomyxoviridae,88,68,4
Orthomyxoviridae,87,68,3
Orthomyxoviridae,86,68,3
Orthomyxoviridae,100,64,2
Orthomyxoviridae,99,64,11
Orthomyxoviridae,98,64,13
Orthomyxoviridae,97,64,10
Orthomyxoviridae,96,64,23
Orthomyxoviridae,95,64,6
Orthomyxoviridae,94,64,2
Orthomyxoviridae,93,64,10
Orthomyxoviridae,92,64,11
Orthomyxoviridae,91,64,1
Orthomyxoviridae,90,64,1
Orthomyxoviridae,89,64,3
Orthomyxoviridae,88,64,5
Orthomyxoviridae,87,64,2
Orthomyxoviridae,85,64,1
Orthomyxoviridae,84,64,1
Orthomyxoviridae,100,60,2
Orthomyxoviridae,99,60,18
Orthomyxoviridae,98,60,6
Orthomyxoviridae,97,60,15
Orthomyxoviridae,96,60,36
Orthomyxoviridae,95,60,13
Orthomyxoviridae,94,60,6
Orthomyxoviridae,93,60,5
Orthomyxoviridae,92,60,5
Orthomyxoviridae,91,60,2
Orthomyxoviridae,90,60,2
Orthomyxoviridae,89,60,1
Orthomyxoviridae,88,60,1
Orthomyxoviridae,87,60,5
Orthomyxoviridae,86,60,1
Orthomyxoviridae,85,60,1
Orthomyxoviridae,84,60,1
Orthomyxoviridae,100,56,2
Orthomyxoviridae,99,56,14
Orthomyxoviridae,98,56,8
Orthomyxoviridae,97,56,14
Orthomyxoviridae,96,56,19
Orthomyxoviridae,95,56,7
Orthomyxoviridae,94,56,8
Orthomyxoviridae,93,56,1
Orthomyxoviridae,92,56,9
Orthomyxoviridae,91,56,2
Orthomyxoviridae,90,56,1
Orthomyxoviridae,89,56,4
Orthomyxoviridae,88,56,4
Orthomyxoviridae,87,56,2
Orthomyxoviridae,85,56,1
Orthomyxoviridae,100,52,2
Orthomyxoviridae,99,52,16
Orthomyxoviridae,98,52,32
Orthomyxoviridae,97,52,21
Orthomyxoviridae,96,52,12
Orthomyxoviridae,95,52,16
Orthomyxoviridae,94,52,4
Orthomyxoviridae,93,52,6
Orthomyxoviridae,92,52,6
Orthomyxoviridae,91,52,4
Orthomyxoviridae,90,52,1
Orthomyxoviridae,89,52,1
Orthomyxoviridae,88,52,4
Orthomyxoviridae,87,52,6
Orthomyxoviridae,86,52,1
Orthomyxoviridae,85,52,1
Orthomyxoviridae,100,48,6
Orthomyxoviridae,99,48,18
Orthomyxoviridae,98,48,12
Orthomyxoviridae,97,48,13
Orthomyxoviridae,96,48,14
Orthomyxoviridae,95,48,20
Orthomyxoviridae,94,48,3
Orthomyxoviridae,93,48,4
Orthomyxoviridae,92,48,4
Orthomyxoviridae,91,48,6
Orthomyxoviridae,90,48,2
Orthomyxoviridae,89,48,3
Orthomyxoviridae,88,48,1
Orthomyxoviridae,87,48,3
Orthomyxoviridae,86,48,2
Orthomyxoviridae,85,48,1
Orthomyxoviridae,100,44,3
Orthomyxoviridae,99,44,28
Orthomyxoviridae,98,44,8
Orthomyxoviridae,97,44,7
Orthomyxoviridae,96,44,18
Orthomyxoviridae,95,44,13
Orthomyxoviridae,94,44,6
Orthomyxoviridae,93,44,8
Orthomyxoviridae,92,44,6
Orthomyxoviridae,91,44,5
Orthomyxoviridae,90,44,2
Orthomyxoviridae,88,44,3
Orthomyxoviridae,87,44,2
Orthomyxoviridae,86,44,2
Orthomyxoviridae,84,44,1
Orthomyxoviridae,100,40,11
Orthomyxoviridae,99,40,24
Orthomyxoviridae,98,40,26
Orthomyxoviridae,97,40,22
Orthomyxoviridae,96,40,10
Orthomyxoviridae,95,40,18
Orthomyxoviridae,94,40,8
Orthomyxoviridae,93,40,8
Orthomyxoviridae,92,40,5
Orthomyxoviridae,91,40,4
Orthomyxoviridae,90,40,4
Orthomyxoviridae,89,40,3
Orthomyxoviridae,88,40,4
Orthomyxoviridae,86,40,1
Orthomyxoviridae,100,36,12
Orthomyxoviridae,99,36,37
Orthomyxoviridae,98,36,33
Orthomyxoviridae,97,36,25
Orthomyxoviridae,96,36,21
Orthomyxoviridae,95,36,17
Orthomyxoviridae,94,36,7
Orthomyxoviridae,93,36,14
Orthomyxoviridae,92,36,6
Orthomyxoviridae,91,36,7
Orthomyxoviridae,90,36,4
Orthomyxoviridae,89,36,1
Orthomyxoviridae,88,36,4
Orthomyxoviridae,87,36,2
Orthomyxoviridae,86,36,2
Orthomyxoviridae,100,32,32
Orthomyxoviridae,99,32,41
Orthomyxoviridae,98,32,34
Orthomyxoviridae,97,32,22
Orthomyxoviridae,96,32,20
Orthomyxoviridae,95,32,10
Orthomyxoviridae,94,32,12
Orthomyxoviridae,93,32,6
Orthomyxoviridae,92,32,2
Orthomyxoviridae,91,32,13
Orthomyxoviridae,90,32,4
Orthomyxoviridae,89,32,6
Orthomyxoviridae,88,32,3
Orthomyxoviridae,87,32,2
Orthomyxoviridae,86,32,1
Orthomyxoviridae,83,32,1
Orthomyxoviridae,100,28,47
Orthomyxoviridae,99,28,46
Orthomyxoviridae,98,28,46
Orthomyxoviridae,97,28,27
Orthomyxoviridae,96,28,25
Orthomyxoviridae,95,28,17
Orthomyxoviridae,94,28,12
Orthomyxoviridae,93,28,9
Orthomyxoviridae,92,28,7
Orthomyxoviridae,91,28,3
Orthomyxoviridae,90,28,7
Orthomyxoviridae,89,28,7
Orthomyxoviridae,88,28,1
Orthomyxoviridae,86,28,1
Orthomyxoviridae,85,28,1
Orthomyxoviridae,100,24,90
Orthomyxoviridae,99,24,54
Orthomyxoviridae,98,24,39
Orthomyxoviridae,97,24,35
Orthomyxoviridae,96,24,21
Orthomyxoviridae,95,24,19
Orthomyxoviridae,94,24,28
Orthomyxoviridae,93,24,12
Orthomyxoviridae,92,24,7
Orthomyxoviridae,91,24,3
Orthomyxoviridae,90,24,13
Orthomyxoviridae,89,24,8
Orthomyxoviridae,88,24,7
Orthomyxoviridae,87,24,3
Orthomyxoviridae,85,24,1
Orthomyxoviridae,84,24,1
Orthomyxoviridae,100,20,86
Orthomyxoviridae,99,20,84
Orthomyxoviridae,98,20,51
Orthomyxoviridae,97,20,32
Orthomyxoviridae,96,20,25
Orthomyxoviridae,95,20,13
Orthomyxoviridae,94,20,12
Orthomyxoviridae,93,20,10
Orthomyxoviridae,92,20,18
Orthomyxoviridae,91,20,16
Orthomyxoviridae,90,20,16
Orthomyxoviridae,89,20,16
Orthomyxoviridae,88,20,3
Orthomyxoviridae,87,20,1
Orthomyxoviridae,86,20,2
Orthomyxoviridae,85,20,1
Orthomyxoviridae,84,20,2
Orthomyxoviridae,100,16,174
Orthomyxoviridae,99,16,120
Orthomyxoviridae,98,16,75
Orthomyxoviridae,97,16,62
Orthomyxoviridae,96,16,59
Orthomyxoviridae,95,16,29
Orthomyxoviridae,94,16,17
Orthomyxoviridae,93,16,22
Orthomyxoviridae,92,16,14
Orthomyxoviridae,91,16,16
Orthomyxoviridae,90,16,8
Orthomyxoviridae,89,16,9
Orthomyxoviridae,88,16,14
Orthomyxoviridae,86,16,2
Orthomyxoviridae,85,16,1
Orthomyxoviridae,81,16,1
Orthomyxoviridae,100,12,1109
Orthomyxoviridae,99,12,257
Orthomyxoviridae,98,12,114
Orthomyxoviridae,97,12,99
Orthomyxoviridae,96,12,135
Orthomyxoviridae,95,12,117
Orthomyxoviridae,94,12,61
Orthomyxoviridae,93,12,26
Orthomyxoviridae,92,12,32
Orthomyxoviridae,91,12,28
Orthomyxoviridae,90,12,24
Orthomyxoviridae,89,12,12
Orthomyxoviridae,88,12,7
Orthomyxoviridae,87,12,6
Orthomyxoviridae,86,12,2
Orthomyxoviridae,85,12,2
Orthomyxoviridae,84,12,4
Orthomyxoviridae,100,8,937
Orthomyxoviridae,99,8,1413
Orthomyxoviridae,98,8,705
Orthomyxoviridae,97,8,404
Orthomyxoviridae,96,8,423
Orthomyxoviridae,95,8,267
Orthomyxoviridae,94,8,121
Orthomyxoviridae,93,8,74
Orthomyxoviridae,92,8,44
Orthomyxoviridae,91,8,35
Orthomyxoviridae,90,8,26
Orthomyxoviridae,89,8,31
Orthomyxoviridae,88,8,16
Orthomyxoviridae,87,8,6
Orthomyxoviridae,86,8,9
Orthomyxoviridae,85,8,4
Orthomyxoviridae,84,8,2
Orthomyxoviridae,83,8,4
Orthomyxoviridae,80,8,1
Orthomyxoviridae,100,4,10817
Orthomyxoviridae,99,4,3786
Orthomyxoviridae,98,4,2279
Orthomyxoviridae,97,4,2581
Orthomyxoviridae,96,4,1563
Orthomyxoviridae,95,4,1380
Orthomyxoviridae,94,4,613
Orthomyxoviridae,93,4,265
Orthomyxoviridae,92,4,167
Orthomyxoviridae,91,4,98
Orthomyxoviridae,90,4,62
Orthomyxoviridae,89,4,54
Orthomyxoviridae,88,4,33
Orthomyxoviridae,87,4,18
Orthomyxoviridae,86,4,19
Orthomyxoviridae,85,4,14
Orthomyxoviridae,84,4,10
Orthomyxoviridae,83,4,8
Orthomyxoviridae,82,4,2
Orthomyxoviridae,81,4,2
Orthomyxoviridae,80,4,4
Orthomyxoviridae,79,4,1
Orthomyxoviridae,78,4,2
Orthomyxoviridae,77,4,2
Orthomyxoviridae,76,4,1
Orthomyxoviridae,100,0,28840
Orthomyxoviridae,99,0,2164
Orthomyxoviridae,98,0,3309
Orthomyxoviridae,97,0,6698
Orthomyxoviridae,96,0,2895
Orthomyxoviridae,95,0,1460
Orthomyxoviridae,94,0,2425
Orthomyxoviridae,93,0,1077
Orthomyxoviridae,92,0,833
Orthomyxoviridae,91,0,871
Orthomyxoviridae,90,0,401
Orthomyxoviridae,89,0,620
Orthomyxoviridae,88,0,402
Orthomyxoviridae,87,0,285
Orthomyxoviridae,86,0,300
Orthomyxoviridae,85,0,600
Orthomyxoviridae,84,0,199
Orthomyxoviridae,83,0,211
Orthomyxoviridae,82,0,217
Orthomyxoviridae,81,0,121
Orthomyxoviridae,80,0,144
Orthomyxoviridae,79,0,79
Orthomyxoviridae,78,0,112
Orthomyxoviridae,77,0,66
Orthomyxoviridae,76,0,66
Orthomyxoviridae,75,0,55
Orthomyxoviridae,74,0,43
Orthomyxoviridae,73,0,30
Orthomyxoviridae,72,0,19
Orthomyxoviridae,71,0,13
Orthomyxoviridae,70,0,5
Orthomyxoviridae,69,0,7
Orthomyxoviridae,68,0,6
Papillomaviridae,100,100,51
Papillomaviridae,99,100,241
Papillomaviridae,98,100,170
Papillomaviridae,97,100,94
Papillomaviridae,96,100,113
Papillomaviridae,95,100,83
Papillomaviridae,94,100,92
Papillomaviridae,93,100,88
Papillomaviridae,92,100,71
Papillomaviridae,91,100,110
Papillomaviridae,90,100,89
Papillomaviridae,89,100,89
Papillomaviridae,88,100,50
Papillomaviridae,87,100,23
Papillomaviridae,86,100,8
Papillomaviridae,85,100,8
Papillomaviridae,84,100,4
Papillomaviridae,83,100,1
Papillomaviridae,100,96,23
Papillomaviridae,99,96,89
Papillomaviridae,98,96,70
Papillomaviridae,97,96,21
Papillomaviridae,96,96,26
Papillomaviridae,95,96,18
Papillomaviridae,94,96,23
Papillomaviridae,93,96,25
Papillomaviridae,92,96,18
Papillomaviridae,91,96,25
Papillomaviridae,90,96,29
Papillomaviridae,89,96,20
Papillomaviridae,88,96,7
Papillomaviridae,87,96,9
Papillomaviridae,86,96,8
Papillomaviridae,85,96,2
Papillomaviridae,84,96,1
Papillomaviridae,83,96,2
Papillomaviridae,100,92,13
Papillomaviridae,99,92,39
Papillomaviridae,98,92,34
Papillomaviridae,97,92,13
Papillomaviridae,96,92,13
Papillomaviridae,95,92,13
Papillomaviridae,94,92,13
Papillomaviridae,93,92,3
Papillomaviridae,92,92,5
Papillomaviridae,91,92,18
Papillomaviridae,90,92,18
Papillomaviridae,89,92,18
Papillomaviridae,88,92,12
Papillomaviridae,87,92,4
Papillomaviridae,86,92,5
Papillomaviridae,85,92,2
Papillomaviridae,84,92,1
Papillomaviridae,100,88,8
Papillomaviridae,99,88,32
Papillomaviridae,98,88,19
Papillomaviridae,97,88,7
Papillomaviridae,96,88,6
Papillomaviridae,95,88,13
Papillomaviridae,94,88,10
Papillomaviridae,93,88,5
Papillomaviridae,92,88,8
Papillomaviridae,91,88,19
Papillomaviridae,90,88,16
Papillomaviridae,89,88,22
Papillomaviridae,88,88,15
Papillomaviridae,87,88,3
Papillomaviridae,86,88,1
Papillomaviridae,100,84,1
Papillomaviridae,99,84,37
Papillomaviridae,98,84,19
Papillomaviridae,97,84,15
Papillomaviridae,96,84,6
Papillomaviridae,95,84,6
Papillomaviridae,94,84,8
Papillomaviridae,93,84,6
Papillomaviridae,92,84,10
Papillomaviridae,91,84,11
Papillomaviridae,90,84,14
Papillomaviridae,89,84,9
Papillomaviridae,88,84,10
Papillomaviridae,87,84,10
Papillomaviridae,86,84,3
Papillomaviridae,85,84,2
Papillomaviridae,78,84,1
Papillomaviridae,100,80,4
Papillomaviridae,99,80,193
Papillomaviridae,98,80,16
Papillomaviridae,97,80,9
Papillomaviridae,96,80,9
Papillomaviridae,95,80,7
Papillomaviridae,94,80,11
Papillomaviridae,93,80,11
Papillomaviridae,92,80,6
Papillomaviridae,91,80,10
Papillomaviridae,90,80,24
Papillomaviridae,89,80,7
Papillomaviridae,88,80,13
Papillomaviridae,87,80,5
Papillomaviridae,86,80,5
Papillomaviridae,85,80,3
Papillomaviridae,100,76,24
Papillomaviridae,99,76,1082
Papillomaviridae,98,76,87
Papillomaviridae,97,76,19
Papillomaviridae,96,76,13
Papillomaviridae,95,76,13
Papillomaviridae,94,76,11
Papillomaviridae,93,76,6
Papillomaviridae,92,76,7
Papillomaviridae,91,76,18
Papillomaviridae,90,76,16
Papillomaviridae,89,76,12
Papillomaviridae,88,76,7
Papillomaviridae,87,76,14
Papillomaviridae,86,76,2
Papillomaviridae,85,76,1
Papillomaviridae,83,76,1
Papillomaviridae,100,72,78
Papillomaviridae,99,72,2767
Papillomaviridae,98,72,340
Papillomaviridae,97,72,70
Papillomaviridae,96,72,8
Papillomaviridae,95,72,7
Papillomaviridae,94,72,6
Papillomaviridae,93,72,4
Papillomaviridae,92,72,14
Papillomaviridae,91,72,18
Papillomaviridae,90,72,16
Papillomaviridae,89,72,14
Papillomaviridae,88,72,6
Papillomaviridae,87,72,11
Papillomaviridae,86,72,3
Papillomaviridae,100,68,18
Papillomaviridae,99,68,1579
Papillomaviridae,98,68,208
Papillomaviridae,97,68,42
Papillomaviridae,96,68,23
Papillomaviridae,95,68,8
Papillomaviridae,94,68,4
Papillomaviridae,93,68,8
Papillomaviridae,92,68,7
Papillomaviridae,91,68,15
Papillomaviridae,90,68,14
Papillomaviridae,89,68,12
Papillomaviridae,88,68,6
Papillomaviridae,87,68,9
Papillomaviridae,86,68,4
Papillomaviridae,100,64,35
Papillomaviridae,99,64,744
Papillomaviridae,98,64,130
Papillomaviridae,97,64,28
Papillomaviridae,96,64,11
Papillomaviridae,95,64,13
Papillomaviridae,94,64,6
Papillomaviridae,93,64,8
Papillomaviridae,92,64,8
Papillomaviridae,91,64,13
Papillomaviridae,90,64,16
Papillomaviridae,89,64,11
Papillomaviridae,88,64,9
Papillomaviridae,87,64,7
